docID,filerName,売上高,営業利益,当期純利益,総資産,自己資本,流動資産,流動負債,固定資産,負債総額,営業CF,投資CF,財務CF,EPS,発行株式数,営業CFマージン
S100TP24,1477358000000.0,1775807000000.0,56081000000.0,4456774000000.0,400465000000.0,7432000000.0,,7432000000.0,4245430000000.0,149420000000.0,106981000000.0,88570000000.0,76.39,,
S100SN96,1672547458.0,1473266420.0,1473266420.0,17349897904.0,,17349897904.0,251748378.0,,17349897904.0,,,,,,
S100UG61,50164000000.0,10192000000.0,24779000000.0,93901000000.0,75305000000.0,56544000000.0,9973000000.0,37707000000.0,93901000000.0,9372000000.0,960000000.0,-2319000000.0,331.11,,
