証券コード,企業名,17業種区分,年度,提出日,docID,EDINETコード,決算期間,売上高,営業利益,当期純利益,総資産,自己資本,流動資産,流動負債,固定資産,負債総額,営業CF,投資CF,財務CF,営業利益率,ROE,ROA,自己資本比率,流動比率,フリーCF,営業CFマージン,売上高成長率,営業利益成長率,当期純利益成長率,売上高(億円),営業利益(億円),当期純利益(億円),総資産(億円),自己資本(億円),流動資産(億円),流動負債(億円),固定資産(億円),負債総額(億円),営業CF(億円),投資CF(億円),財務CF(億円),フリーCF(億円)
6856,堀場製作所,電機・精密,2022,2022-03-28,S100NR16,E01901,有価証券報告書－第84期(令和3年1月1日－令和3年12月31日),224314000000.0,32046000000.0,21311000000.0,371585000000.0,204493000000.0,258044000000.0,102139000000.0,113540000000.0,167092000000.0,35268000000.0,-14662000000.0,-4045000000.0,14.29,10.42,5.74,55.03,252.64,20606000000.0,15.72,0.0,0.0,0.0,2243.14,320.46,213.11,3715.85,2044.93,2580.44,1021.39,1135.4,1670.92,352.68,-146.62,-40.45,206.06
6856,堀場製作所,電機・精密,2023,2023-03-27,S100QGCM,E01901,有価証券報告書－第85期(2022/01/01－2022/12/31),270133000000.0,45843000000.0,34072000000.0,416742000000.0,240850000000.0,296547000000.0,112229000000.0,120195000000.0,175892000000.0,33966000000.0,-10745000000.0,-22447000000.0,16.97,14.15,8.18,57.79,264.23,23221000000.0,12.57,20.43,43.05,59.88,2701.33,458.43,340.72,4167.42,2408.5,2965.47,1122.29,1201.95,1758.92,339.66,-107.45,-224.47,232.21
6856,堀場製作所,電機・精密,2024,2024-03-25,S100T3YZ,E01901,有価証券報告書－第86期(2023/01/01－2023/12/31),290558000000.0,47296000000.0,40302000000.0,449030000000.0,283732000000.0,318577000000.0,101051000000.0,130453000000.0,165298000000.0,16652000000.0,-7315000000.0,-20963000000.0,16.28,14.2,8.98,63.19,315.26,9337000000.0,5.73,7.56,3.17,18.28,2905.58,472.96,403.02,4490.3,2837.32,3185.77,1010.51,1304.53,1652.98,166.52,-73.15,-209.63,93.37
6857,アドバンテスト,電機・精密,2022,2022-06-22,S100OCWZ,E01950,有価証券報告書－第80期(令和3年4月1日－令和4年3月31日),271875000000.0,45098000000.0,69787000000.0,414128000000.0,285409000000.0,234639000000.0,115659000000.0,179489000000.0,128719000000.0,0.0,0.0,0.0,16.59,24.45,16.85,68.92,202.87,0.0,0.0,0.0,0.0,0.0,2718.75,450.98,697.87,4141.28,2854.09,2346.39,1156.59,1794.89,1287.19,0.0,0.0,0.0,0.0
6857,アドバンテスト,電機・精密,2023,2023-06-23,S100R218,E01950,有価証券報告書－第81期(2022/04/01－2023/03/31),355575000000.0,88923000000.0,87301000000.0,459809000000.0,262918000000.0,250435000000.0,173800000000.0,209374000000.0,196891000000.0,0.0,0.0,0.0,25.01,33.2,18.99,57.18,144.09,0.0,0.0,30.79,97.18,25.1,3555.75,889.23,873.01,4598.09,2629.18,2504.35,1738.0,2093.74,1968.91,0.0,0.0,0.0,0.0
6857,アドバンテスト,電機・精密,2024,2024-06-26,S100TTJ3,E01950,有価証券報告書－第82期(2023/04/01－2024/03/31),482576000000.0,134083000000.0,130400000000.0,533860000000.0,305989000000.0,312825000000.0,198518000000.0,221035000000.0,227871000000.0,0.0,0.0,0.0,27.78,42.62,24.43,57.32,157.58,0.0,0.0,35.72,50.79,49.37,4825.76,1340.83,1304.0,5338.6,3059.89,3128.25,1985.18,2210.35,2278.71,0.0,0.0,0.0,0.0
6858,小野測器,電機・精密,2022,2022-03-18,S100NOPA,E02306,有価証券報告書－第68期(令和3年1月1日－令和3年12月31日),9852000000.0,-859000000.0,-1271000000.0,19446000000.0,12720000000.0,6848000000.0,4152000000.0,12598000000.0,6725000000.0,-498000000.0,-2000000.0,-374000000.0,-8.72,-9.99,-6.54,65.41,164.93,-500000000.0,-5.05,0.0,0.0,0.0,98.52,-8.59,-12.71,194.46,127.2,68.48,41.52,125.98,67.25,-4.98,-0.02,-3.74,-5.0
6858,小野測器,電機・精密,2023,2023-03-17,S100QEDD,E02306,有価証券報告書－第69期(2022/01/01－2022/12/31),10928000000.0,55000000.0,246000000.0,21109000000.0,13386000000.0,8441000000.0,5732000000.0,12667000000.0,7722000000.0,-230000000.0,-160000000.0,569000000.0,0.5,1.84,1.17,63.41,147.26,-390000000.0,-2.1,10.92,-106.4,-119.35,109.28,0.55,2.46,211.09,133.86,84.41,57.32,126.67,77.22,-2.3,-1.6,5.69,-3.9
6858,小野測器,電機・精密,2024,2024-03-19,S100T2QS,E02306,有価証券報告書－第70期(2023/01/01－2023/12/31),11539000000.0,139000000.0,438000000.0,21003000000.0,14110000000.0,8223000000.0,4684000000.0,12779000000.0,6892000000.0,340000000.0,431000000.0,-984000000.0,1.2,3.1,2.09,67.18,175.56,771000000.0,2.95,5.59,152.73,78.05,115.39,1.39,4.38,210.03,141.1,82.23,46.84,127.79,68.92,3.4,4.31,-9.84,7.71
6859,エスペック,電機・精密,2022,2022-06-24,S100OF5F,E02307,有価証券報告書－第69期(令和3年4月1日－令和4年3月31日),41852000000.0,1968000000.0,1905000000.0,61922000000.0,45592000000.0,43076000000.0,13537000000.0,18845000000.0,16330000000.0,2018000000.0,-932000000.0,-2830000000.0,4.7,4.18,3.08,73.63,318.21,1086000000.0,4.82,0.0,0.0,0.0,418.52,19.68,19.05,619.22,455.92,430.76,135.37,188.45,163.3,20.18,-9.32,-28.3,10.86
6859,エスペック,電機・精密,2023,2023-06-26,S100R3FO,E02307,有価証券報告書－第70期(2022/04/01－2023/03/31),52892000000.0,4366000000.0,3330000000.0,67176000000.0,47172000000.0,48000000000.0,17277000000.0,19176000000.0,20003000000.0,1916000000.0,-1061000000.0,-2898000000.0,8.25,7.06,4.96,70.22,277.83,855000000.0,3.62,26.38,121.85,74.8,528.92,43.66,33.3,671.76,471.72,480.0,172.77,191.76,200.03,19.16,-10.61,-28.98,8.55
6859,エスペック,電機・精密,2024,2024-06-24,S100TQ0F,E02307,有価証券報告書－第71期(2023/04/01－2024/03/31),62126000000.0,6585000000.0,4969000000.0,78235000000.0,52715000000.0,54674000000.0,22447000000.0,23560000000.0,25519000000.0,2738000000.0,-3778000000.0,2798000000.0,10.6,9.43,6.35,67.38,243.57,-1040000000.0,4.41,17.46,50.82,49.22,621.26,65.85,49.69,782.35,527.15,546.74,224.47,235.6,255.19,27.38,-37.78,27.98,-10.4
6861,キーエンス,電機・精密,2022,2022-06-13,S100O80N,E01967,有価証券報告書－第53期(令和3年3月21日－令和4年3月20日),755174000000.0,418045000000.0,303360000000.0,2324037000000.0,2173583000000.0,1322569000000.0,146552000000.0,1001467000000.0,150453000000.0,271476000000.0,-11134000000.0,-49817000000.0,55.36,13.96,13.05,93.53,902.46,260342000000.0,35.95,0.0,0.0,0.0,7551.74,4180.45,3033.6,23240.37,21735.83,13225.69,1465.52,10014.67,1504.53,2714.76,-111.34,-498.17,2603.42
6861,キーエンス,電機・精密,2023,2023-06-15,S100QY7Y,E01967,有価証券報告書－第54期(2022/03/21－2023/03/20),922422000000.0,498914000000.0,362963000000.0,2650429000000.0,2491634000000.0,1336098000000.0,149261000000.0,1314331000000.0,158795000000.0,302628000000.0,-283487000000.0,-63666000000.0,54.09,14.57,13.69,94.01,895.14,19141000000.0,32.81,22.15,19.34,19.65,9224.22,4989.14,3629.63,26504.29,24916.34,13360.98,1492.61,13143.31,1587.95,3026.28,-2834.87,-636.66,191.41
6861,キーエンス,電機・精密,2024,2024-06-17,S100TM1W,E01967,有価証券報告書－第55期(2023/03/21－2024/03/20),967288000000.0,495014000000.0,369642000000.0,2964792000000.0,2806193000000.0,1531827000000.0,145362000000.0,1432965000000.0,158599000000.0,387916000000.0,-242792000000.0,-76306000000.0,51.18,13.17,12.47,94.65,1053.8,145124000000.0,40.1,4.86,-0.78,1.84,9672.88,4950.14,3696.42,29647.92,28061.93,15318.27,1453.62,14329.65,1585.99,3879.16,-2427.92,-763.06,1451.24
6862,ミナトホールディングス,電機・精密,2022,2022-06-27,S100OGGU,E01977,有価証券報告書－第66期(令和3年4月1日－令和4年3月31日),24578783000.0,783485000.0,673756000.0,15365357000.0,3963143000.0,12891039000.0,9704069000.0,2474046000.0,11402213000.0,-454957000.0,-122467000.0,857457000.0,3.19,17.0,4.38,25.79,132.84,-577424000.0,-1.85,0.0,0.0,0.0,245.79,7.83,6.74,153.65,39.63,128.91,97.04,24.74,114.02,-4.55,-1.22,8.57,-5.77
6862,ミナトホールディングス,電機・精密,2023,2023-06-26,S100R1KV,E01977,有価証券報告書－第67期(2022/04/01－2023/03/31),22599087000.0,810218000.0,590743000.0,14381426000.0,4383950000.0,11890604000.0,8789700000.0,2490821000.0,9997476000.0,1768476000.0,-289282000.0,-631802000.0,3.59,13.48,4.11,30.48,135.28,1479194000.0,7.83,-8.05,3.41,-12.32,225.99,8.1,5.91,143.81,43.84,118.91,87.9,24.91,99.97,17.68,-2.89,-6.32,14.79
6862,ミナトホールディングス,電機・精密,2024,2024-06-28,S100TT1Q,E01977,有価証券報告書－第68期(2023/04/01－2024/03/31),19018417000.0,1235342000.0,1483351000.0,16822097000.0,5749233000.0,11700549000.0,9005097000.0,5121548000.0,11072863000.0,144914000.0,-1541334000.0,336240000.0,6.5,25.8,8.82,34.18,129.93,-1396420000.0,0.76,-15.84,52.47,151.1,190.18,12.35,14.83,168.22,57.49,117.01,90.05,51.22,110.73,1.45,-15.41,3.36,-13.96
6863,ニレコ,電機・精密,2022,2022-06-24,S100OBML,E02411,有価証券報告書－第96期(令和3年4月1日－令和4年3月31日),8117527000.0,563718000.0,406151000.0,16152521000.0,13850955000.0,10894124000.0,1768515000.0,5258397000.0,2301565000.0,849155000.0,-359522000.0,-393041000.0,6.94,2.93,2.51,85.75,616.0,489633000.0,10.46,0.0,0.0,0.0,81.18,5.64,4.06,161.53,138.51,108.94,17.69,52.58,23.02,8.49,-3.6,-3.93,4.9
6863,ニレコ,電機・精密,2023,2023-06-23,S100R3CA,E02411,有価証券報告書－第97期(2022/04/01－2023/03/31),9155268000.0,1182336000.0,860526000.0,17002322000.0,14605126000.0,11619868000.0,1840025000.0,5382453000.0,2397195000.0,135710000.0,-91694000.0,-476891000.0,12.91,5.89,5.06,85.9,631.51,44016000.0,1.48,12.78,109.74,111.87,91.55,11.82,8.61,170.02,146.05,116.2,18.4,53.82,23.97,1.36,-0.92,-4.77,0.44
6863,ニレコ,電機・精密,2024,2024-06-25,S100TQBE,E02411,有価証券報告書－第98期(2023/04/01－2024/03/31),9861203000.0,1386905000.0,1011259000.0,18573566000.0,15825311000.0,12347253000.0,1998909000.0,6226313000.0,2748255000.0,892354000.0,-449610000.0,-431377000.0,14.06,6.39,5.44,85.2,617.7,442744000.0,9.05,7.71,17.3,17.52,98.61,13.87,10.11,185.74,158.25,123.47,19.99,62.26,27.48,8.92,-4.5,-4.31,4.43
6864,エヌエフホールディングス,電機・精密,2022,2022-06-29,S100OJ8V,E01847,有価証券報告書－第69期(令和3年4月1日－令和4年3月31日),10148534000.0,952042000.0,615472000.0,18637048000.0,13417320000.0,13893791000.0,3164396000.0,4743257000.0,5219727000.0,-594864000.0,-832136000.0,-580871000.0,9.38,4.59,3.3,71.99,439.07,-1427000000.0,-5.86,0.0,0.0,0.0,101.49,9.52,6.15,186.37,134.17,138.94,31.64,47.43,52.2,-5.95,-8.32,-5.81,-14.27
6864,エヌエフホールディングス,電機・精密,2023,2023-06-28,S100R6RO,E01847,有価証券報告書－第70期(2022/04/01－2023/03/31),9642053000.0,467682000.0,457082000.0,18827958000.0,13716309000.0,13538153000.0,3061786000.0,5289805000.0,5111649000.0,279419000.0,-700911000.0,-540716000.0,4.85,3.33,2.43,72.85,442.17,-421492000.0,2.9,-4.99,-50.88,-25.73,96.42,4.68,4.57,188.28,137.16,135.38,30.62,52.9,51.12,2.79,-7.01,-5.41,-4.21
6864,エヌエフホールディングス,電機・精密,2024,2024-06-27,S100TWI6,E01847,有価証券報告書－第71期(2023/04/01－2024/03/31),9399509000.0,418904000.0,323839000.0,18627385000.0,13937356000.0,13237820000.0,2989614000.0,5389564000.0,4690028000.0,530271000.0,-44992000.0,-349430000.0,4.46,2.32,1.74,74.82,442.79,485279000.0,5.64,-2.52,-10.43,-29.15,94.0,4.19,3.24,186.27,139.37,132.38,29.9,53.9,46.9,5.3,-0.45,-3.49,4.85
6867,リーダー電子,電機・精密,2022,2022-06-30,S100OLUN,E02005,有価証券報告書－第68期(令和3年4月1日－令和4年3月31日),3787497000.0,70080000.0,116337000.0,5728019000.0,4707050000.0,4260185000.0,561515000.0,1467834000.0,1020968000.0,483244000.0,-65687000.0,-90191000.0,1.85,2.47,2.03,82.18,758.69,417557000.0,12.76,0.0,0.0,0.0,37.87,0.7,1.16,57.28,47.07,42.6,5.62,14.68,10.21,4.83,-0.66,-0.9,4.18
6867,リーダー電子,電機・精密,2023,2023-06-30,S100RAVB,E02005,有価証券報告書－第69期(2022/04/01－2023/03/31),4063141000.0,-314873000.0,-644216000.0,5409553000.0,4076171000.0,4418296000.0,840947000.0,991257000.0,1333382000.0,-433874000.0,-101932000.0,-80305000.0,-7.75,-15.8,-11.91,75.35,525.4,-535806000.0,-10.68,7.28,-549.31,-653.75,40.63,-3.15,-6.44,54.1,40.76,44.18,8.41,9.91,13.33,-4.34,-1.02,-0.8,-5.36
6867,リーダー電子,電機・精密,2024,2024-06-28,S100TYBZ,E02005,有価証券報告書－第70期(2023/04/01－2024/03/31),4544279000.0,216395000.0,137881000.0,4632239000.0,3358912000.0,3388546000.0,765574000.0,1243693000.0,1273326000.0,144263000.0,-72062000.0,-878059000.0,4.76,4.1,2.98,72.51,442.62,72201000.0,3.17,11.84,-168.72,-121.4,45.44,2.16,1.38,46.32,33.59,33.89,7.66,12.44,12.73,1.44,-0.72,-8.78,0.72
6869,シスメックス,電機・精密,2022,2022-06-24,S100ODSU,E02015,有価証券報告書－第55期(令和3年4月1日－令和4年3月31日),158142000000.0,26004000000.0,31905000000.0,257889000000.0,212840000000.0,101381000000.0,44373000000.0,156508000000.0,45049000000.0,0.0,0.0,0.0,16.44,14.99,12.37,82.53,228.47,0.0,0.0,0.0,0.0,0.0,1581.42,260.04,319.05,2578.89,2128.4,1013.81,443.73,1565.08,450.49,0.0,0.0,0.0,0.0
6869,シスメックス,電機・精密,2023,2023-06-23,S100R2BN,E02015,有価証券報告書－第56期(2022/04/01－2023/03/31),185959000000.0,40232000000.0,44093000000.0,283110000000.0,234932000000.0,113758000000.0,47559000000.0,169351000000.0,48177000000.0,0.0,0.0,0.0,21.63,18.77,15.57,82.98,239.19,0.0,0.0,17.59,54.71,38.2,1859.59,402.32,440.93,2831.1,2349.32,1137.58,475.59,1693.51,481.77,0.0,0.0,0.0,0.0
6869,シスメックス,電機・精密,2024,2024-06-21,S100TP0H,E02015,有価証券報告書－第57期(2023/04/01－2024/03/31),204746000000.0,50095000000.0,45784000000.0,316997000000.0,261796000000.0,127566000000.0,54126000000.0,189431000000.0,55201000000.0,0.0,0.0,0.0,24.47,17.49,14.44,82.59,235.68,0.0,0.0,10.1,24.52,3.84,2047.46,500.95,457.84,3169.97,2617.96,1275.66,541.26,1894.31,552.01,0.0,0.0,0.0,0.0
6871,日本マイクロニクス,電機・精密,2022,2022-03-28,S100NQOO,E02030,有価証券報告書－第51期(令和3年1月1日－令和3年12月31日),39998000000.0,8243000000.0,8237000000.0,49737000000.0,33058000000.0,35719000000.0,14219000000.0,14017000000.0,16679000000.0,7382000000.0,-1941000000.0,-1253000000.0,20.61,24.92,16.56,66.47,251.21,5441000000.0,18.46,0.0,0.0,0.0,399.98,82.43,82.37,497.37,330.58,357.19,142.19,140.17,166.79,73.82,-19.41,-12.53,54.41
6871,日本マイクロニクス,電機・精密,2023,2023-03-31,S100QI89,E02030,有価証券報告書－第52期(2022/01/01－2022/12/31),44321000000.0,9225000000.0,7530000000.0,54385000000.0,38631000000.0,38347000000.0,13139000000.0,16038000000.0,15754000000.0,8395000000.0,-2267000000.0,-2477000000.0,20.81,19.49,13.85,71.03,291.86,6128000000.0,18.94,10.81,11.91,-8.58,443.21,92.25,75.3,543.85,386.31,383.47,131.39,160.38,157.54,83.95,-22.67,-24.77,61.28
6871,日本マイクロニクス,電機・精密,2024,2024-03-29,S100T65A,E02030,有価証券報告書－第53期(2023/01/01－2023/12/31),38292000000.0,5312000000.0,4127000000.0,55849000000.0,41200000000.0,34571000000.0,12085000000.0,21277000000.0,14649000000.0,4837000000.0,-7497000000.0,-2175000000.0,13.87,10.02,7.39,73.77,286.07,-2660000000.0,12.63,-13.6,-42.42,-45.19,382.92,53.12,41.27,558.49,412.0,345.71,120.85,212.77,146.49,48.37,-74.97,-21.75,-26.6
6875,メガチップス,電機・精密,2022,2022-06-24,S100O9OH,E02042,有価証券報告書－第32期(令和3年4月1日－令和4年3月31日),75256424000.0,7030261000.0,27544382000.0,89842406000.0,67428618000.0,57481372000.0,21368278000.0,32361033000.0,22413787000.0,-195283000.0,20018801000.0,-16534657000.0,9.34,40.85,30.66,75.05,269.0,19823518000.0,-0.26,0.0,0.0,0.0,752.56,70.3,275.44,898.42,674.29,574.81,213.68,323.61,224.14,-1.95,200.19,-165.35,198.24
6875,メガチップス,電機・精密,2023,2023-06-23,S100QYIF,E02042,有価証券報告書－第33期(2022/04/01－2023/03/31),70722656000.0,6029846000.0,7086161000.0,89021044000.0,74535052000.0,48752371000.0,13902436000.0,40268672000.0,14485992000.0,1241438000.0,-5520446000.0,-1738167000.0,8.53,9.51,7.96,83.73,350.68,-4279008000.0,1.76,-6.02,-14.23,-74.27,707.23,60.3,70.86,890.21,745.35,487.52,139.02,402.69,144.86,12.41,-55.2,-17.38,-42.79
6875,メガチップス,電機・精密,2024,2024-06-21,S100TMJN,E02042,有価証券報告書－第34期(2023/04/01－2024/03/31),57942966000.0,5483260000.0,4486913000.0,126610936000.0,102673736000.0,46129550000.0,8612823000.0,80481386000.0,23937199000.0,8160970000.0,214063000.0,-5392739000.0,9.46,4.37,3.54,81.09,535.59,8375033000.0,14.08,-18.07,-9.06,-36.68,579.43,54.83,44.87,1266.11,1026.74,461.3,86.13,804.81,239.37,81.61,2.14,-53.93,83.75
6882,三社電機製作所,電機・精密,2022,2022-06-28,S100OIYG,E01821,有価証券報告書－第88期(令和3年4月1日－令和4年3月31日),22675000000.0,1316000000.0,1147000000.0,27146000000.0,19810000000.0,20819000000.0,6905000000.0,6326000000.0,7336000000.0,940000000.0,-317000000.0,-1666000000.0,5.8,5.79,4.23,72.98,301.51,623000000.0,4.15,0.0,0.0,0.0,226.75,13.16,11.47,271.46,198.1,208.19,69.05,63.26,73.36,9.4,-3.17,-16.66,6.23
6882,三社電機製作所,電機・精密,2023,2023-06-28,S100R5H0,E01821,有価証券報告書－第89期(2022/04/01－2023/03/31),28088000000.0,1629000000.0,1241000000.0,29083000000.0,21065000000.0,22510000000.0,7519000000.0,6572000000.0,8017000000.0,-198000000.0,-799000000.0,-189000000.0,5.8,5.89,4.27,72.43,299.37,-997000000.0,-0.7,23.87,23.78,8.2,280.88,16.29,12.41,290.83,210.65,225.1,75.19,65.72,80.17,-1.98,-7.99,-1.89,-9.97
6882,三社電機製作所,電機・精密,2024,2024-06-25,S100TQJL,E01821,有価証券報告書－第90期(2023/04/01－2024/03/31),31005000000.0,3407000000.0,2955000000.0,35334000000.0,24432000000.0,27393000000.0,10522000000.0,7941000000.0,10901000000.0,2303000000.0,-1097000000.0,488000000.0,10.99,12.09,8.36,69.15,260.34,1206000000.0,7.43,10.39,109.15,138.11,310.05,34.07,29.55,353.34,244.32,273.93,105.22,79.41,109.01,23.03,-10.97,4.88,12.06
6894,パルステック工業,電機・精密,2022,2022-06-27,S100OHVD,E02021,有価証券報告書－第53期(令和3年4月1日－令和4年3月31日),2445227000.0,311711000.0,340407000.0,4647882000.0,3273619000.0,3497798000.0,774329000.0,1150083000.0,1374263000.0,658531000.0,-66295000.0,-71905000.0,12.75,10.4,7.32,70.43,451.72,592236000.0,26.93,0.0,0.0,0.0,24.45,3.12,3.4,46.48,32.74,34.98,7.74,11.5,13.74,6.59,-0.66,-0.72,5.92
6894,パルステック工業,電機・精密,2023,2023-06-26,S100R4KE,E02021,有価証券報告書－第54期(2022/04/01－2023/03/31),2448750000.0,301737000.0,242926000.0,4519518000.0,3417869000.0,3547427000.0,583418000.0,972090000.0,1101648000.0,-105439000.0,23859000.0,-226086000.0,12.32,7.11,5.38,75.62,608.04,-81580000.0,-4.31,0.14,-3.2,-28.64,24.49,3.02,2.43,45.2,34.18,35.47,5.83,9.72,11.02,-1.05,0.24,-2.26,-0.82
6894,パルステック工業,電機・精密,2024,2024-06-24,S100TR65,E02021,有価証券報告書－第55期(2023/04/01－2024/03/31),2612074000.0,358472000.0,327009000.0,5182742000.0,3674815000.0,4180715000.0,1044665000.0,1002026000.0,1507926000.0,398870000.0,89344000.0,-146102000.0,13.72,8.9,6.31,70.9,400.2,488214000.0,15.27,6.67,18.8,34.61,26.12,3.58,3.27,51.83,36.75,41.81,10.45,10.02,15.08,3.99,0.89,-1.46,4.88
6897,ツインバード,電機・精密,2022,2022-05-30,S100O5F1,E02017,有価証券報告書－第60期(令和3年3月1日－令和4年2月28日),12869925000.0,719329000.0,419326000.0,11121496000.0,8701841000.0,6303194000.0,2120880000.0,4818302000.0,2419654000.0,1517606000.0,-524390000.0,-1985289000.0,5.59,4.82,3.77,78.24,297.2,993216000.0,11.79,0.0,0.0,0.0,128.7,7.19,4.19,111.21,87.02,63.03,21.21,48.18,24.2,15.18,-5.24,-19.85,9.93
6897,ツインバード,電機・精密,2023,2023-05-29,S100QUKC,E02017,有価証券報告書－第61期(2022/03/01－2023/02/28),10930171000.0,40930000.0,69793000.0,11136578000.0,8296758000.0,6183046000.0,1921618000.0,4953531000.0,2839820000.0,118862000.0,-489578000.0,-135789000.0,0.37,0.84,0.63,74.5,321.76,-370716000.0,1.09,-15.07,-94.31,-83.36,109.3,0.41,0.7,111.37,82.97,61.83,19.22,49.54,28.4,1.19,-4.9,-1.36,-3.71
6897,ツインバード,電機・精密,2024,2024-05-27,S100THZN,E02017,有価証券報告書－第62期(2023/03/01－2024/02/29),10303099000.0,113977000.0,108160000.0,11213203000.0,8189592000.0,6330006000.0,2202046000.0,4883197000.0,3023611000.0,463512000.0,0.0,-164270000.0,1.11,1.32,0.96,73.04,287.46,0.0,4.5,-5.74,178.47,54.97,103.03,1.14,1.08,112.13,81.9,63.3,22.02,48.83,30.24,4.64,0.0,-1.64,0.0
6898,トミタ電機,電機・精密,2022,2022-04-27,S100NY4X,E02016,有価証券報告書－第71期(令和3年2月1日－令和4年1月31日),1828540000.0,128131000.0,106723000.0,4262608000.0,3292534000.0,2227400000.0,281860000.0,2035208000.0,970073000.0,59363000.0,-35080000.0,-11956000.0,7.01,3.24,2.5,77.24,790.25,24283000.0,3.25,0.0,0.0,0.0,18.29,1.28,1.07,42.63,32.93,22.27,2.82,20.35,9.7,0.59,-0.35,-0.12,0.24
6898,トミタ電機,電機・精密,2023,2023-04-26,S100QNCJ,E02016,有価証券報告書－第72期(2022/02/01－2023/01/31),2004251000.0,143549000.0,95444000.0,4554061000.0,3539528000.0,2452397000.0,313444000.0,2101663000.0,1014532000.0,40018000.0,-82259000.0,-5594000.0,7.16,2.7,2.1,77.72,782.4,-42241000.0,2.0,9.61,12.03,-10.57,20.04,1.44,0.95,45.54,35.4,24.52,3.13,21.02,10.15,0.4,-0.82,-0.06,-0.42
6898,トミタ電機,電機・精密,2024,2024-04-26,S100TBU8,E02016,有価証券報告書－第73期(2023/02/01－2024/01/31),1492393000.0,-27734000.0,-33594000.0,4697735000.0,3780604000.0,2583359000.0,202019000.0,2114375000.0,917130000.0,77923000.0,-40377000.0,177292000.0,-1.86,-0.89,-0.72,80.48,1278.77,37546000.0,5.22,-25.54,-119.32,-135.2,14.92,-0.28,-0.34,46.98,37.81,25.83,2.02,21.14,9.17,0.78,-0.4,1.77,0.38
6899,ＡＳＴＩ,電機・精密,2022,2022-06-27,S100OH8H,E02013,有価証券報告書－第59期(令和3年4月1日－令和4年3月31日),58790160000.0,281169000.0,702954000.0,42751875000.0,19276503000.0,28986847000.0,15355923000.0,13765028000.0,23475372000.0,-4754508000.0,-1355386000.0,5700534000.0,0.48,3.65,1.64,45.09,188.77,-6109894000.0,-8.09,0.0,0.0,0.0,587.9,2.81,7.03,427.52,192.77,289.87,153.56,137.65,234.75,-47.55,-13.55,57.01,-61.1
6899,ＡＳＴＩ,電機・精密,2023,2023-06-26,S100R3W1,E02013,有価証券報告書－第60期(2022/04/01－2023/03/31),64883613000.0,1894038000.0,1512723000.0,46357433000.0,21104777000.0,28868449000.0,14916660000.0,17488984000.0,25252656000.0,4911239000.0,-4980117000.0,890990000.0,2.92,7.17,3.26,45.53,193.53,-68878000.0,7.57,10.36,573.63,115.2,648.84,18.94,15.13,463.57,211.05,288.68,149.17,174.89,252.53,49.11,-49.8,8.91,-0.69
6899,ＡＳＴＩ,電機・精密,2024,2024-06-24,S100TQO4,E02013,有価証券報告書－第61期(2023/04/01－2024/03/31),63607975000.0,2234461000.0,2695412000.0,48010343000.0,24318701000.0,30918962000.0,14131217000.0,17091380000.0,23691642000.0,3223438000.0,-1959176000.0,-1626964000.0,3.51,11.08,5.61,50.65,218.8,1264262000.0,5.07,-1.97,17.97,78.18,636.08,22.34,26.95,480.1,243.19,309.19,141.31,170.91,236.92,32.23,-19.59,-16.27,12.64
6901,澤藤電機,電機・精密,2022,2022-06-24,S100ODM9,E01885,有価証券報告書－第126期(令和3年4月1日－令和4年3月31日),28761000000.0,383000000.0,395000000.0,19698000000.0,10115000000.0,12066000000.0,8451000000.0,7631000000.0,9582000000.0,1232000000.0,-593000000.0,-382000000.0,1.33,3.91,2.01,51.35,142.78,639000000.0,4.28,0.0,0.0,0.0,287.61,3.83,3.95,196.98,101.15,120.66,84.51,76.31,95.82,12.32,-5.93,-3.82,6.39
6901,澤藤電機,電機・精密,2023,2023-06-23,S100R1FD,E01885,有価証券報告書－第127期(2022/04/01－2023/03/31),29340000000.0,238000000.0,285000000.0,21461000000.0,10517000000.0,13898000000.0,9813000000.0,7562000000.0,10943000000.0,149000000.0,-766000000.0,261000000.0,0.81,2.71,1.33,49.01,141.63,-617000000.0,0.51,2.01,-37.86,-27.85,293.4,2.38,2.85,214.61,105.17,138.98,98.13,75.62,109.43,1.49,-7.66,2.61,-6.17
6901,澤藤電機,電機・精密,2024,2024-06-21,S100TOM7,E01885,有価証券報告書－第128期(2023/04/01－2024/03/31),26742000000.0,563000000.0,517000000.0,26731000000.0,13716000000.0,14052000000.0,10229000000.0,12678000000.0,13014000000.0,1132000000.0,-1220000000.0,460000000.0,2.11,3.77,1.93,51.31,137.37,-88000000.0,4.23,-8.85,136.55,81.4,267.42,5.63,5.17,267.31,137.16,140.52,102.29,126.78,130.14,11.32,-12.2,4.6,-0.88
6902,デンソー,自動車・輸送機,2022,2022-06-21,S100O98N,E01892,有価証券報告書－第99期(令和3年4月1日－令和4年3月31日),2820349000000.0,-51989000000.0,125055000000.0,4408710000000.0,2401654000000.0,1542426000000.0,1022053000000.0,2866284000000.0,2007056000000.0,0.0,0.0,0.0,-1.84,5.21,2.84,54.48,150.91,0.0,0.0,0.0,0.0,0.0,28203.49,-519.89,1250.55,44087.1,24016.54,15424.26,10220.53,28662.84,20070.56,0.0,0.0,0.0,0.0
