証券コード,企業名,17業種区分,年度,提出日,docID,EDINETコード,決算期間,売上高,営業利益,当期純利益,総資産,自己資本,流動資産,流動負債,固定資産,負債総額,営業CF,投資CF,財務CF,営業利益率,ROE,ROA,自己資本比率,流動比率,フリーCF,営業CFマージン,売上高成長率,営業利益成長率,当期純利益成長率,売上高(億円),営業利益(億円),当期純利益(億円),総資産(億円),自己資本(億円),流動資産(億円),流動負債(億円),固定資産(億円),負債総額(億円),営業CF(億円),投資CF(億円),財務CF(億円),フリーCF(億円)
1301,極洋,食品,2022,2022-06-24,S100OED4,E00012,有価証券報告書－第99期(令和3年4月1日－令和4年3月31日),253575000000.0,6392000000.0,4634000000.0,130460000000.0,42174000000.0,99527000000.0,56936000000.0,30932000000.0,88285000000.0,-1128000000.0,-5225000000.0,5743000000.0,2.52,10.99,3.55,32.33,174.81,-6353000000.0,-0.44,0.0,0.0,0.0,2535.75,63.92,46.34,1304.6,421.74,995.27,569.36,309.32,882.85,-11.28,-52.25,57.43,-63.53
1301,極洋,食品,2023,2023-06-27,S100R30D,E00012,有価証券報告書－第100期(2022/04/01－2023/03/31),272167000000.0,8105000000.0,5782000000.0,146301000000.0,46966000000.0,114202000000.0,64950000000.0,32098000000.0,99334000000.0,-6243000000.0,-2338000000.0,9011000000.0,2.98,12.31,3.95,32.1,175.83,-8581000000.0,-2.29,7.33,26.8,24.77,2721.67,81.05,57.82,1463.01,469.66,1142.02,649.5,320.98,993.34,-62.43,-23.38,90.11,-85.81
1301,極洋,食品,2024,2024-06-25,S100TQGG,E00012,有価証券報告書－第101期(2023/04/01－2024/03/31),261604000000.0,8806000000.0,5936000000.0,160720000000.0,58860000000.0,124297000000.0,70659000000.0,36422000000.0,101859000000.0,-1721000000.0,-5707000000.0,8524000000.0,3.37,10.08,3.69,36.62,175.91,-7428000000.0,-0.66,-3.88,8.65,2.66,2616.04,88.06,59.36,1607.2,588.6,1242.97,706.59,364.22,1018.59,-17.21,-57.07,85.24,-74.28
1332,ニッスイ,食品,2022,2022-06-28,S100OH0Q,E00014,有価証券報告書－第107期(令和3年4月1日－令和4年3月31日),693682000000.0,27076000000.0,17275000000.0,505731000000.0,208598000000.0,265090000000.0,177828000000.0,240640000000.0,297133000000.0,29118000000.0,-17260000000.0,-11265000000.0,3.9,8.28,3.42,41.25,149.07,11858000000.0,4.2,0.0,0.0,0.0,6936.82,270.76,172.75,5057.31,2085.98,2650.9,1778.28,2406.4,2971.33,291.18,-172.6,-112.65,118.58
1332,ニッスイ,食品,2023,2023-06-28,S100R66L,E00014,有価証券報告書－第108期(2022/04/01－2023/03/31),768181000000.0,24488000000.0,21233000000.0,549013000000.0,220635000000.0,304349000000.0,198771000000.0,244664000000.0,328377000000.0,3396000000.0,-22571000000.0,17413000000.0,3.19,9.62,3.87,40.19,153.12,-19175000000.0,0.44,10.74,-9.56,22.91,7681.81,244.88,212.33,5490.13,2206.35,3043.49,1987.71,2446.64,3283.77,33.96,-225.71,174.13,-191.75
1332,ニッスイ,食品,2024,2024-06-26,S100TQLS,E00014,有価証券報告書－第109期(2023/04/01－2024/03/31),831375000000.0,29663000000.0,23850000000.0,606384000000.0,257304000000.0,325167000000.0,212816000000.0,281217000000.0,349080000000.0,54486000000.0,-37722000000.0,-12393000000.0,3.57,9.27,3.93,42.43,152.79,16764000000.0,6.55,8.23,21.13,12.33,8313.75,296.63,238.5,6063.84,2573.04,3251.67,2128.16,2812.17,3490.8,544.86,-377.22,-123.93,167.64
1333,マルハニチロ,食品,2022,2022-06-28,S100OD1O,E00015,有価証券報告書－第78期(令和3年4月1日－令和4年3月31日),866702000000.0,23819000000.0,16898000000.0,548603000000.0,187895000000.0,324304000000.0,221544000000.0,224298000000.0,360707000000.0,19249000000.0,-10258000000.0,-17200000000.0,2.75,8.99,3.08,34.25,146.38,8991000000.0,2.22,0.0,0.0,0.0,8667.02,238.19,168.98,5486.03,1878.95,3243.04,2215.44,2242.98,3607.07,192.49,-102.58,-172.0,89.91
1333,マルハニチロ,食品,2023,2023-06-27,S100R5V0,E00015,有価証券報告書－第79期(2022/04/01－2023/03/31),1020456000000.0,29575000000.0,18596000000.0,637227000000.0,212522000000.0,392639000000.0,265448000000.0,244587000000.0,424704000000.0,-24000000.0,-23860000000.0,30288000000.0,2.9,8.75,2.92,33.35,147.92,-23884000000.0,-0.0,17.74,24.17,10.05,10204.56,295.75,185.96,6372.27,2125.22,3926.39,2654.48,2445.87,4247.04,-0.24,-238.6,302.88,-238.84
1333,マルハニチロ,食品,2024,2024-06-25,S100TOYU,E00015,有価証券報告書－第80期(2023/04/01－2024/03/31),1030674000000.0,26534000000.0,20853000000.0,671801000000.0,245480000000.0,404985000000.0,272969000000.0,266816000000.0,426321000000.0,53604000000.0,-18927000000.0,-32943000000.0,2.57,8.49,3.1,36.54,148.36,34677000000.0,5.2,1.0,-10.28,12.14,10306.74,265.34,208.53,6718.01,2454.8,4049.85,2729.69,2668.16,4263.21,536.04,-189.27,-329.43,346.77
1375,ユキグニファクトリー,食品,2022,2022-06-27,S100OH43,E00007,有価証券報告書－第5期(令和3年4月1日－令和4年3月31日),32013000000.0,6277000000.0,4744000000.0,51822000000.0,25953000000.0,7799000000.0,6411000000.0,44022000000.0,25868000000.0,0.0,0.0,0.0,19.61,18.28,9.15,50.08,121.65,0.0,0.0,0.0,0.0,0.0,320.13,62.77,47.44,518.22,259.53,77.99,64.11,440.22,258.68,0.0,0.0,0.0,0.0
1375,ユキグニファクトリー,食品,2023,2023-06-28,S100R6N0,E00007,有価証券報告書－第6期(2022/04/01－2023/03/31),30357000000.0,3965000000.0,2989000000.0,51190000000.0,26172000000.0,7787000000.0,6943000000.0,43403000000.0,25018000000.0,0.0,0.0,0.0,13.06,11.42,5.84,51.13,112.16,0.0,0.0,-5.17,-36.83,-36.99,303.57,39.65,29.89,511.9,261.72,77.87,69.43,434.03,250.18,0.0,0.0,0.0,0.0
1375,ユキグニファクトリー,食品,2024,2024-06-27,S100TVP2,E00007,有価証券報告書－第7期(2023/04/01－2024/03/31),29515000000.0,1147000000.0,1181000000.0,47239000000.0,25131000000.0,5759000000.0,5580000000.0,41479000000.0,22108000000.0,0.0,0.0,0.0,3.89,4.7,2.5,53.2,103.21,0.0,0.0,-2.77,-71.07,-60.49,295.15,11.47,11.81,472.39,251.31,57.59,55.8,414.79,221.08,0.0,0.0,0.0,0.0
1379,ホクト,食品,2022,2022-06-28,S100OI8L,E00008,有価証券報告書－第59期(令和3年4月1日－令和4年3月31日),70932000000.0,2014000000.0,2530000000.0,104933000000.0,54509000000.0,27100000000.0,21757000000.0,77832000000.0,50423000000.0,5851000000.0,-11608000000.0,3012000000.0,2.84,4.64,2.41,51.95,124.56,-5757000000.0,8.25,0.0,0.0,0.0,709.32,20.14,25.3,1049.33,545.09,271.0,217.57,778.32,504.23,58.51,-116.08,30.12,-57.57
1379,ホクト,食品,2023,2023-06-23,S100R1XO,E00008,有価証券報告書－第60期(2022/04/01－2023/03/31),72980000000.0,-2948000000.0,-2037000000.0,104897000000.0,50955000000.0,30790000000.0,37936000000.0,74106000000.0,53941000000.0,4675000000.0,-4147000000.0,888000000.0,-4.04,-4.0,-1.94,48.58,81.16,528000000.0,6.41,2.89,-246.38,-180.51,729.8,-29.48,-20.37,1048.97,509.55,307.9,379.36,741.06,539.41,46.75,-41.47,8.88,5.28
1379,ホクト,食品,2024,2024-06-21,S100TPNJ,E00008,有価証券報告書－第61期(2023/04/01－2024/03/31),79426000000.0,3180000000.0,3525000000.0,103505000000.0,54824000000.0,31225000000.0,30304000000.0,72279000000.0,48680000000.0,8375000000.0,1046000000.0,-8789000000.0,4.0,6.43,3.41,52.97,103.04,9421000000.0,10.54,8.83,-207.87,-273.05,794.26,31.8,35.25,1035.05,548.24,312.25,303.04,722.79,486.8,83.75,10.46,-87.89,94.21
1384,ホクリヨウ,食品,2022,2022-06-29,S100OJCY,E31220,有価証券報告書－第74期(令和3年4月1日－令和4年3月31日),15359863000.0,878382000.0,1191223000.0,15549419000.0,10154549000.0,3847703000.0,3408269000.0,11701716000.0,5394870000.0,1836578000.0,0.0,-961099000.0,5.72,11.73,7.66,65.31,112.89,0.0,11.96,0.0,0.0,0.0,153.6,8.78,11.91,155.49,101.55,38.48,34.08,117.02,53.95,18.37,0.0,-9.61,0.0
1384,ホクリヨウ,食品,2023,2023-06-28,S100R75Z,E31220,有価証券報告書－第75期(2022/04/01－2023/03/31),17823000000.0,1318000000.0,745000000.0,16849000000.0,10746000000.0,5763000000.0,3988000000.0,11085000000.0,6102000000.0,2519000000.0,0.0,-19000000.0,7.39,6.93,4.42,63.78,144.51,0.0,14.13,16.04,50.05,-37.46,178.23,13.18,7.45,168.49,107.46,57.63,39.88,110.85,61.02,25.19,0.0,-0.19,0.0
1384,ホクリヨウ,食品,2024,2024-06-28,S100TWBW,E31220,有価証券報告書－第76期(2023/04/01－2024/03/31),18901000000.0,2245000000.0,1656000000.0,17764000000.0,12318000000.0,6344000000.0,3649000000.0,11419000000.0,5446000000.0,3376000000.0,0.0,-722000000.0,11.88,13.44,9.32,69.34,173.86,0.0,17.86,6.05,70.33,122.28,189.01,22.45,16.56,177.64,123.18,63.44,36.49,114.19,54.46,33.76,0.0,-7.22,0.0
1417,ミライト・ワン,建設・資材,2022,2022-06-15,S100O90S,E24558,有価証券報告書－第12期(令和3年4月1日－令和4年3月31日),233150000000.0,32804000000.0,25163000000.0,432683000000.0,249237000000.0,276135000000.0,158683000000.0,156548000000.0,183446000000.0,12972000000.0,-46204000000.0,38395000000.0,14.07,10.1,5.82,57.6,174.02,-33232000000.0,5.56,0.0,0.0,0.0,2331.5,328.04,251.63,4326.83,2492.37,2761.35,1586.83,1565.48,1834.46,129.72,-462.04,383.95,-332.32
1417,ミライト・ワン,建設・資材,2023,2023-06-28,S100R79T,E24558,有価証券報告書－第13期(2022/04/01－2023/03/31),290329000000.0,21803000000.0,14781000000.0,436752000000.0,254305000000.0,272506000000.0,125066000000.0,164246000000.0,182446000000.0,5315000000.0,-12314000000.0,-12571000000.0,7.51,5.81,3.38,58.23,217.89,-6999000000.0,1.83,24.52,-33.54,-41.26,2903.29,218.03,147.81,4367.52,2543.05,2725.06,1250.66,1642.46,1824.46,53.15,-123.14,-125.71,-69.99
1417,ミライト・ワン,建設・資材,2024,2024-06-26,S100TTGY,E24558,有価証券報告書－第14期(2023/04/01－2024/03/31),518384000000.0,17830000000.0,12535000000.0,519960000000.0,260088000000.0,304651000000.0,192672000000.0,215309000000.0,259872000000.0,33625000000.0,-55545000000.0,38816000000.0,3.44,4.82,2.41,50.02,158.12,-21920000000.0,6.49,78.55,-18.22,-15.2,5183.84,178.3,125.35,5199.6,2600.88,3046.51,1926.72,2153.09,2598.72,336.25,-555.45,388.16,-219.2
1418,インターライフホールディングス,建設・資材,2022,2022-05-27,S100O4KJ,E24512,有価証券報告書－第12期(令和3年3月1日－令和4年2月28日),11794387000.0,45263000.0,71662000.0,7564203000.0,3917190000.0,5300499000.0,2887319000.0,2263704000.0,3647013000.0,-794105000.0,438940000.0,-588961000.0,0.38,1.83,0.95,51.79,183.58,-355165000.0,-6.73,0.0,0.0,0.0,117.94,0.45,0.72,75.64,39.17,53.0,28.87,22.64,36.47,-7.94,4.39,-5.89,-3.55
1418,インターライフホールディングス,建設・資材,2023,2023-05-26,S100QTYF,E24512,有価証券報告書－第13期(2022/03/01－2023/02/28),11460884000.0,168708000.0,179367000.0,7298237000.0,3280654000.0,5215094000.0,3256229000.0,2083142000.0,4017582000.0,161415000.0,119950000.0,-728464000.0,1.47,5.47,2.46,44.95,160.16,281365000.0,1.41,-2.83,272.73,150.3,114.61,1.69,1.79,72.98,32.81,52.15,32.56,20.83,40.18,1.61,1.2,-7.28,2.81
1418,インターライフホールディングス,建設・資材,2024,2024-05-24,S100THID,E24512,有価証券報告書－第14期(2023/03/01－2024/02/29),12626084000.0,270543000.0,384892000.0,8135330000.0,3637505000.0,5808773000.0,3290034000.0,2326556000.0,4497824000.0,-622689000.0,-57448000.0,261819000.0,2.14,10.58,4.73,44.71,176.56,-680137000.0,-4.93,10.17,60.36,114.58,126.26,2.71,3.85,81.35,36.38,58.09,32.9,23.27,44.98,-6.23,-0.57,2.62,-6.8
1429,日本アクア,建設・資材,2022,2022-03-25,S100NQKU,E30126,有価証券報告書－第18期(令和3年1月1日－令和3年12月31日),23903421000.0,1412091000.0,953802000.0,18279278000.0,7951431000.0,13591180000.0,10166719000.0,4688097000.0,10327846000.0,520501000.0,-355358000.0,109780000.0,5.91,12.0,5.22,43.5,133.68,165143000.0,2.18,0.0,0.0,0.0,239.03,14.12,9.54,182.79,79.51,135.91,101.67,46.88,103.28,5.21,-3.55,1.1,1.65
1429,日本アクア,建設・資材,2023,2023-03-29,S100QGPT,E30126,有価証券報告書－第19期(2022/01/01－2022/12/31),25670205000.0,2329177000.0,1549154000.0,21969963000.0,7966564000.0,17136367000.0,13902269000.0,4833596000.0,14003399000.0,-297738000.0,-293254000.0,1340869000.0,9.07,19.45,7.05,36.26,123.26,-590992000.0,-1.16,7.39,64.95,62.42,256.7,23.29,15.49,219.7,79.67,171.36,139.02,48.34,140.03,-2.98,-2.93,13.41,-5.91
1429,日本アクア,建設・資材,2024,2024-03-29,S100T5ZM,E30126,有価証券報告書－第20期(2023/01/01－2023/12/31),28341797000.0,2881973000.0,2004188000.0,20392151000.0,9304646000.0,15472989000.0,10927879000.0,4919161000.0,11087504000.0,4022059000.0,-385204000.0,-4280378000.0,10.17,21.54,9.83,45.63,141.59,3636855000.0,14.19,10.41,23.73,29.37,283.42,28.82,20.04,203.92,93.05,154.73,109.28,49.19,110.88,40.22,-3.85,-42.8,36.37
1433,ベステラ,建設・資材,2022,2022-04-28,S100NYS4,E31731,有価証券報告書－第49期(令和3年2月1日－令和4年1月31日),5966882000.0,607908000.0,1467993000.0,9020206000.0,4354685000.0,4561517000.0,2181632000.0,4458689000.0,4665521000.0,537849000.0,-32785000.0,250046000.0,10.19,33.71,16.27,48.28,209.09,505064000.0,9.01,0.0,0.0,0.0,59.67,6.08,14.68,90.2,43.55,45.62,21.82,44.59,46.66,5.38,-0.33,2.5,5.05
1433,ベステラ,建設・資材,2023,2023-04-28,S100QO52,E31731,有価証券報告書－第50期(2022/02/01－2023/01/31),5458728000.0,-215661000.0,-64357000.0,8427659000.0,4379118000.0,3568505000.0,1865473000.0,4859154000.0,4048540000.0,-354780000.0,-515154000.0,85305000.0,-3.95,-1.47,-0.76,51.96,191.29,-869934000.0,-6.5,-8.52,-135.48,-104.38,54.59,-2.16,-0.64,84.28,43.79,35.69,18.65,48.59,40.49,-3.55,-5.15,0.85,-8.7
1433,ベステラ,建設・資材,2024,2024-04-26,S100TC0E,E31731,有価証券報告書－第51期(2023/02/01－2024/01/31),9394828000.0,246906000.0,231122000.0,10879242000.0,4095265000.0,6292745000.0,4985870000.0,4586496000.0,6783977000.0,-1422340000.0,24828000.0,1503993000.0,2.63,5.64,2.12,37.64,126.21,-1397512000.0,-15.14,72.11,-214.49,-459.12,93.95,2.47,2.31,108.79,40.95,62.93,49.86,45.86,67.84,-14.22,0.25,15.04,-13.98
1435,ｒｏｂｏｔ　ｈｏｍｅ,不動産,2022,2022-03-30,S100NSAH,E31925,有価証券報告書－第16期(令和3年1月1日－令和3年12月31日),4090555000.0,299987000.0,373913000.0,9905464000.0,7527251000.0,8015963000.0,2010855000.0,1889500000.0,2378212000.0,-418090000.0,-108915000.0,-383996000.0,7.33,4.97,3.77,75.99,398.63,-527005000.0,-10.22,0.0,0.0,0.0,40.91,3.0,3.74,99.05,75.27,80.16,20.11,18.9,23.78,-4.18,-1.09,-3.84,-5.27
1435,ｒｏｂｏｔ　ｈｏｍｅ,不動産,2023,2023-03-30,S100QI28,E31925,有価証券報告書－第17期(2022/01/01－2022/12/31),5421170000.0,645413000.0,719433000.0,10753662000.0,7895443000.0,8249823000.0,2466437000.0,2503838000.0,2858219000.0,271959000.0,-622868000.0,-76834000.0,11.91,9.11,6.69,73.42,334.48,-350909000.0,5.02,32.53,115.15,92.41,54.21,6.45,7.19,107.54,78.95,82.5,24.66,25.04,28.58,2.72,-6.23,-0.77,-3.51
1435,ｒｏｂｏｔ　ｈｏｍｅ,不動産,2024,2024-03-29,S100T6MP,E31925,有価証券報告書－第18期(2023/01/01－2023/12/31),8625026000.0,748786000.0,886349000.0,12019376000.0,8594173000.0,9032399000.0,3139307000.0,2986977000.0,3425202000.0,1043603000.0,-488287000.0,-57498000.0,8.68,10.31,7.37,71.5,287.72,555316000.0,12.1,59.1,16.02,23.2,86.25,7.49,8.86,120.19,85.94,90.32,31.39,29.87,34.25,10.44,-4.88,-0.57,5.55
1436,グリーンエナジー＆カンパニー,建設・資材,2022,2022-07-29,S100OT7R,E32163,有価証券報告書－第14期(令和3年5月1日－令和4年4月30日),7186591000.0,478463000.0,282421000.0,10715733000.0,4472196000.0,8692376000.0,3633993000.0,2023356000.0,6243536000.0,-1639240000.0,-168908000.0,1368959000.0,6.66,6.32,2.64,41.73,239.2,-1808148000.0,-22.81,0.0,0.0,0.0,71.87,4.78,2.82,107.16,44.72,86.92,36.34,20.23,62.44,-16.39,-1.69,13.69,-18.08
1436,グリーンエナジー＆カンパニー,建設・資材,2023,2023-07-28,S100RH1N,E32163,有価証券報告書－第15期(2022/05/01－2023/04/30),8853977000.0,530752000.0,323610000.0,10302784000.0,4751494000.0,8433099000.0,3410178000.0,1869685000.0,5551290000.0,382947000.0,-101384000.0,-361816000.0,5.99,6.81,3.14,46.12,247.29,281563000.0,4.33,23.2,10.93,14.58,88.54,5.31,3.24,103.03,47.51,84.33,34.1,18.7,55.51,3.83,-1.01,-3.62,2.82
1436,グリーンエナジー＆カンパニー,建設・資材,2024,2024-07-26,S100U42S,E32163,有価証券報告書－第16期(2023/05/01－2024/04/30),9676010000.0,512204000.0,330434000.0,12122962000.0,5033018000.0,10249120000.0,3194075000.0,1873841000.0,7089944000.0,570493000.0,-310278000.0,-728349000.0,5.29,6.57,2.73,41.52,320.88,260215000.0,5.9,9.28,-3.49,2.11,96.76,5.12,3.3,121.23,50.33,102.49,31.94,18.74,70.9,5.7,-3.1,-7.28,2.6
1443,技研ホールディングス,建設・資材,2022,2022-06-27,S100OHQ3,E33535,有価証券報告書－第5期(令和3年4月1日－令和4年3月31日),8179512000.0,982942000.0,466682000.0,15975838000.0,9884511000.0,7424246000.0,3208895000.0,8551591000.0,6091327000.0,98509000.0,-1061549000.0,-13359000.0,12.02,4.72,2.92,61.87,231.36,-963040000.0,1.2,0.0,0.0,0.0,81.8,9.83,4.67,159.76,98.85,74.24,32.09,85.52,60.91,0.99,-10.62,-0.13,-9.63
1443,技研ホールディングス,建設・資材,2023,2023-06-26,S100R3SM,E33535,有価証券報告書－第6期(2022/04/01－2023/03/31),5480028000.0,414435000.0,329154000.0,15725913000.0,9535472000.0,5672874000.0,2484852000.0,10053038000.0,6190440000.0,668541000.0,-2373174000.0,935487000.0,7.56,3.45,2.09,60.64,228.3,-1704633000.0,12.2,-33.0,-57.84,-29.47,54.8,4.14,3.29,157.26,95.35,56.73,24.85,100.53,61.9,6.69,-23.73,9.35,-17.05
1443,技研ホールディングス,建設・資材,2024,2024-06-26,S100TRWG,E33535,有価証券報告書－第7期(2023/04/01－2024/03/31),5169733000.0,529227000.0,444221000.0,17228542000.0,11064790000.0,4669120000.0,2467926000.0,12559422000.0,6163752000.0,932670000.0,-841821000.0,-326904000.0,10.24,4.01,2.58,64.22,189.19,90849000.0,18.04,-5.66,27.7,34.96,51.7,5.29,4.44,172.29,110.65,46.69,24.68,125.59,61.64,9.33,-8.42,-3.27,0.91
1447,ＳＡＡＦホールディングス,建設・資材,2022,2022-06-30,S100OM9B,E34165,有価証券報告書－第4期(令和3年4月1日－令和4年3月31日),26286226000.0,97034000.0,-935886000.0,18228135000.0,2427561000.0,13093954000.0,11792946000.0,5118717000.0,15800574000.0,392137000.0,-864237000.0,2111356000.0,0.37,-38.55,-5.13,13.32,111.03,-472100000.0,1.49,0.0,0.0,0.0,262.86,0.97,-9.36,182.28,24.28,130.94,117.93,51.19,158.01,3.92,-8.64,21.11,-4.72
1447,ＳＡＡＦホールディングス,建設・資材,2024,2024-06-28,S100TXD0,E34165,有価証券報告書－第6期(2023/04/01－2024/03/31),29270215000.0,713762000.0,183138000.0,18051775000.0,3120698000.0,13308488000.0,11848427000.0,4743111000.0,14931077000.0,572269000.0,-5125000.0,925146000.0,2.44,5.87,1.01,17.29,112.32,567144000.0,1.96,11.35,635.58,-119.57,292.7,7.14,1.83,180.52,31.21,133.08,118.48,47.43,149.31,5.72,-0.05,9.25,5.67
1491,中外鉱業,鉄鋼・非鉄,2022,2022-06-30,S100OMWY,E00027,有価証券報告書－第130期(令和3年4月1日－令和4年3月31日),51590216000.0,586700000.0,546852000.0,9833373000.0,7067230000.0,7331491000.0,2423008000.0,2501881000.0,2766143000.0,356589000.0,-198826000.0,-19268000.0,1.14,7.74,5.56,71.87,302.58,157763000.0,0.69,0.0,0.0,0.0,515.9,5.87,5.47,98.33,70.67,73.31,24.23,25.02,27.66,3.57,-1.99,-0.19,1.58
1491,中外鉱業,鉄鋼・非鉄,2023,2023-06-30,S100RAU8,E00027,有価証券報告書－第131期(2022/04/01－2023/03/31),84822504000.0,794882000.0,398347000.0,10757263000.0,7177314000.0,8330717000.0,3202583000.0,2426545000.0,3579948000.0,-1121596000.0,-164073000.0,608380000.0,0.94,5.55,3.7,66.72,260.12,-1285669000.0,-1.32,64.42,35.48,-27.16,848.23,7.95,3.98,107.57,71.77,83.31,32.03,24.27,35.8,-11.22,-1.64,6.08,-12.86
1491,中外鉱業,鉄鋼・非鉄,2024,2024-06-28,S100TXPT,E00027,有価証券報告書－第132期(2023/04/01－2024/03/31),113758594000.0,363777000.0,218628000.0,12135201000.0,7107645000.0,9115475000.0,4066062000.0,3019726000.0,5027556000.0,491386000.0,-576400000.0,-53225000.0,0.32,3.08,1.8,58.57,224.18,-85014000.0,0.43,34.11,-54.24,-45.12,1137.59,3.64,2.19,121.35,71.08,91.15,40.66,30.2,50.28,4.91,-5.76,-0.53,-0.85
1514,住石ホールディングス,エネルギー資源,2022,2022-06-29,S100OKGJ,E21342,有価証券報告書－第14期(令和3年4月1日－令和4年3月31日),12404000000.0,2343000000.0,2267000000.0,21575000000.0,17353000000.0,12787000000.0,3447000000.0,8788000000.0,4222000000.0,-3033000000.0,445000000.0,1421000000.0,18.89,13.06,10.51,80.43,370.96,-2588000000.0,-24.45,0.0,0.0,0.0,124.04,23.43,22.67,215.75,173.53,127.87,34.47,87.88,42.22,-30.33,4.45,14.21,-25.88
1514,住石ホールディングス,エネルギー資源,2023,2023-06-29,S100R87R,E21342,有価証券報告書－第15期(2022/04/01－2023/03/31),39893000000.0,3840000000.0,3667000000.0,26143000000.0,20360000000.0,17609000000.0,5105000000.0,8534000000.0,5784000000.0,53000000.0,-22000000.0,504000000.0,9.63,18.01,14.03,77.88,344.94,31000000.0,0.13,221.61,63.89,61.76,398.93,38.4,36.67,261.43,203.6,176.09,51.05,85.34,57.84,0.53,-0.22,5.04,0.31
1514,住石ホールディングス,エネルギー資源,2024,2024-06-27,S100TVLR,E21342,有価証券報告書－第16期(2023/04/01－2024/03/31),22599000000.0,8009000000.0,7530000000.0,31137000000.0,26989000000.0,22863000000.0,3382000000.0,8274000000.0,4148000000.0,18778000000.0,-11000000.0,-3983000000.0,35.44,27.9,24.18,86.68,676.02,18767000000.0,83.09,-43.35,108.57,105.34,225.99,80.09,75.3,311.37,269.89,228.63,33.82,82.74,41.48,187.78,-0.11,-39.83,187.67
1515,日鉄鉱業,エネルギー資源,2022,2022-06-29,S100OJWT,E00036,有価証券報告書－第108期(令和3年4月1日－令和4年3月31日),149082000000.0,15715000000.0,9279000000.0,197732000000.0,126371000000.0,89705000000.0,46938000000.0,108027000000.0,71360000000.0,8539000000.0,-7256000000.0,-4759000000.0,10.54,7.34,4.69,63.91,191.11,1283000000.0,5.73,0.0,0.0,0.0,1490.82,157.15,92.79,1977.32,1263.71,897.05,469.38,1080.27,713.6,85.39,-72.56,-47.59,12.83
1515,日鉄鉱業,エネルギー資源,2023,2023-06-29,S100R8RE,E00036,有価証券報告書－第109期(2022/04/01－2023/03/31),164020000000.0,13632000000.0,9780000000.0,208335000000.0,139410000000.0,94178000000.0,48258000000.0,114156000000.0,68924000000.0,15818000000.0,-5507000000.0,-4920000000.0,8.31,7.02,4.69,66.92,195.16,10311000000.0,9.64,10.02,-13.25,5.4,1640.2,136.32,97.8,2083.35,1394.1,941.78,482.58,1141.56,689.24,158.18,-55.07,-49.2,103.11
1515,日鉄鉱業,エネルギー資源,2024,2024-06-27,S100TWAL,E00036,有価証券報告書－第110期(2023/04/01－2024/03/31),166884000000.0,11177000000.0,6602000000.0,229577000000.0,150722000000.0,105090000000.0,54230000000.0,124487000000.0,78855000000.0,8951000000.0,-6326000000.0,-5840000000.0,6.7,4.38,2.88,65.65,193.79,2625000000.0,5.36,1.75,-18.01,-32.49,1668.84,111.77,66.02,2295.77,1507.22,1050.9,542.3,1244.87,788.55,89.51,-63.26,-58.4,26.25
1518,三井松島ホールディングス,情報通信・サービスその他,2022,2022-06-17,S100O8NN,E00037,有価証券報告書－第166期(令和3年4月1日－令和4年3月31日),46592000000.0,8417000000.0,5396000000.0,67837000000.0,35537000000.0,38884000000.0,19387000000.0,28953000000.0,32300000000.0,8911000000.0,2569000000.0,-11749000000.0,18.07,15.18,7.95,52.39,200.57,11480000000.0,19.13,0.0,0.0,0.0,465.92,84.17,53.96,678.37,355.37,388.84,193.87,289.53,323.0,89.11,25.69,-117.49,114.8
1518,三井松島ホールディングス,情報通信・サービスその他,2023,2023-06-19,S100QYB8,E00037,有価証券報告書－第167期(2022/04/01－2023/03/31),80015000000.0,35789000000.0,22977000000.0,95025000000.0,56602000000.0,63237000000.0,26330000000.0,31788000000.0,38423000000.0,26204000000.0,-1337000000.0,-6479000000.0,44.73,40.59,24.18,59.57,240.17,24867000000.0,32.75,71.74,325.2,325.82,800.15,357.89,229.77,950.25,566.02,632.37,263.3,317.88,384.23,262.04,-13.37,-64.79,248.67
1518,三井松島ホールディングス,情報通信・サービスその他,2024,2024-06-21,S100TNB8,E00037,有価証券報告書－第168期(2023/04/01－2024/03/31),77472000000.0,25170000000.0,15117000000.0,99740000000.0,64023000000.0,62774000000.0,21666000000.0,36965000000.0,35717000000.0,21288000000.0,-11692000000.0,-22748000000.0,32.49,23.61,15.16,64.19,289.74,9596000000.0,27.48,-3.18,-29.67,-34.21,774.72,251.7,151.17,997.4,640.23,627.74,216.66,369.65,357.17,212.88,-116.92,-227.48,95.96
1605,ＩＮＰＥＸ,エネルギー資源,2022,2022-03-28,S100NQB5,E00043,有価証券報告書－第16期(令和3年1月1日－令和3年12月31日),1244369000000.0,590657000000.0,223048000000.0,5158196000000.0,3346409000000.0,518864000000.0,348888000000.0,4639332000000.0,1811786000000.0,445457000000.0,-130727000000.0,-315215000000.0,47.47,6.67,4.32,64.88,148.72,314730000000.0,35.8,0.0,0.0,0.0,12443.69,5906.57,2230.48,51581.96,33464.09,5188.64,3488.88,46393.32,18117.86,4454.57,-1307.27,-3152.15,3147.3
